budget_id,trip_id,total_amount,currency,accommodation_cap,transport_cap,food_cap,activities_cap,misc_cap,alert_threshold_pct,created_at,updated_at
bud_479bfe68,trp_d6cd4f40,176000.00,INR,63360.00,31680.00,31680.00,23760.00,7920.00,75,2026-02-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_1fafd0b9,trp_d5063ed0,4586.40,AED,1651.11,825.55,825.55,619.16,206.39,75,2026-07-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_f6386b33,trp_1dd09ed0,32500.00,INR,11700.00,5850.00,5850.00,4387.50,1462.50,85,2026-04-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_1c0568e0,trp_ed8dc5fe,32000.00,INR,11520.00,5760.00,5760.00,4320.00,1440.00,80,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_c3841b18,trp_20b372f1,48000.00,INR,17280.00,8640.00,8640.00,6480.00,2160.00,75,2026-07-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_ac291002,trp_1002157a,15000.00,INR,5400.00,2700.00,2700.00,2025.00,675.00,85,2026-06-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_d85a99a9,trp_aa8d192e,72000.00,INR,25920.00,12960.00,12960.00,9720.00,3240.00,90,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_0d68c6e9,trp_b355e443,97500.00,INR,35100.00,17550.00,17550.00,13162.50,4387.50,90,2026-03-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_cbfe2709,trp_d128a566,24000.00,INR,8640.00,4320.00,4320.00,3240.00,1080.00,85,2026-05-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_ad860bf8,trp_e72a3a42,24000.00,INR,8640.00,4320.00,4320.00,3240.00,1080.00,80,2026-07-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_6590be9d,trp_11c3f9e5,56800.00,LKR,20448.00,10224.00,10224.00,7668.00,2556.00,85,2026-03-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_dbc067af,trp_44abe323,30000.00,INR,10800.00,5400.00,5400.00,4050.00,1350.00,90,2026-02-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_e595fd93,trp_9af6e7d4,26000.00,INR,9360.00,4680.00,4680.00,3510.00,1170.00,75,2026-04-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_71db3a30,trp_90548bc9,1171500.00,LKR,421740.00,210870.00,210870.00,158152.50,52717.50,80,2026-03-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_be2f5ea8,trp_3e0e98ed,44000.00,INR,15840.00,7920.00,7920.00,5940.00,1980.00,90,2026-06-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_9f6c73cb,trp_706fdf80,644.00,SGD,231.84,115.92,115.92,86.94,28.98,90,2026-07-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_c62ffb34,trp_aa766de3,45630000.00,IDR,16426800.00,8213400.00,8213400.00,6160050.00,2053350.00,90,2026-05-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_6784dd7e,trp_3e798eae,30000.00,INR,10800.00,5400.00,5400.00,4050.00,1350.00,75,2026-02-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_6efa5b41,trp_c7b6e5c7,3139.50,SGD,1130.22,565.11,565.11,423.83,141.28,80,2026-06-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_a9493544,trp_7afc863d,160000.00,INR,57600.00,28800.00,28800.00,21600.00,7200.00,80,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_926f25d1,trp_fc58b9bd,5000.00,INR,1800.00,900.00,900.00,675.00,225.00,75,2026-06-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_b79f1cc0,trp_e6cd4e0f,165000.00,INR,59400.00,29700.00,29700.00,22275.00,7425.00,85,2026-02-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_f30ddac3,trp_ec5e83d5,56000.00,BTN,20160.00,10080.00,10080.00,7560.00,2520.00,90,2026-05-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_889dcc2e,trp_5843566d,44000.00,INR,15840.00,7920.00,7920.00,5940.00,1980.00,75,2026-03-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_c68ac8b9,trp_79899032,20000.00,INR,7200.00,3600.00,3600.00,2700.00,900.00,80,2026-03-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_2cfaead1,trp_e5d6ad9d,20000.00,INR,7200.00,3600.00,3600.00,2700.00,900.00,85,2026-07-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_53d53598,trp_c6e23791,15000.00,INR,5400.00,2700.00,2700.00,2025.00,675.00,85,2026-03-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_21dc063e,trp_6b90fe6a,4013.10,AED,1444.71,722.36,722.36,541.77,180.59,85,2026-05-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_fbdfd348,trp_4567900f,48000.00,INR,17280.00,8640.00,8640.00,6480.00,2160.00,85,2026-06-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_69d313a0,trp_ce030396,120000.00,INR,43200.00,21600.00,21600.00,16200.00,5400.00,85,2026-02-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_2465e783,trp_ae6b4527,117000.00,INR,42120.00,21060.00,21060.00,15795.00,5265.00,90,2026-01-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_ac9389c8,trp_4158f34b,13000.00,INR,4680.00,2340.00,2340.00,1755.00,585.00,75,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_0976e7f6,trp_0ab1cb2b,88000.00,INR,31680.00,15840.00,15840.00,11880.00,3960.00,80,2026-07-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_f0943fbb,trp_de13fbb8,20000.00,INR,7200.00,3600.00,3600.00,2700.00,900.00,80,2026-02-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_672290d8,trp_6d961db4,22500.00,INR,8100.00,4050.00,4050.00,3037.50,1012.50,75,2026-03-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_844afbfb,trp_4c87ad6d,45500.00,INR,16380.00,8190.00,8190.00,6142.50,2047.50,75,2026-03-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_1736ba28,trp_e5fcba16,154000.00,INR,55440.00,27720.00,27720.00,20790.00,6930.00,75,2026-05-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_de1adb52,trp_64726e5f,176000.00,INR,63360.00,31680.00,31680.00,23760.00,7920.00,85,2026-02-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_2a8ce00e,trp_e9978e3e,52000.00,INR,18720.00,9360.00,9360.00,7020.00,2340.00,75,2026-05-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_3f9f271a,trp_4507663e,24000.00,INR,8640.00,4320.00,4320.00,3240.00,1080.00,75,2026-02-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_5fd158a2,trp_7b77aa24,45500.00,INR,16380.00,8190.00,8190.00,6142.50,2047.50,85,2026-03-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_f14e8995,trp_087633e3,87500.00,INR,31500.00,15750.00,15750.00,11812.50,3937.50,80,2026-02-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_d190c3b6,trp_3e263e75,97500.00,INR,35100.00,17550.00,17550.00,13162.50,4387.50,85,2026-04-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_56acfa12,trp_f0bbd941,39000.00,INR,14040.00,7020.00,7020.00,5265.00,1755.00,85,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_9303ab5a,trp_03ebe095,19500.00,INR,7020.00,3510.00,3510.00,2632.50,877.50,75,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_3fb6de24,trp_e5ff1490,120000.00,INR,43200.00,21600.00,21600.00,16200.00,5400.00,90,2026-02-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_dacf6ea7,trp_c31653d2,44000.00,INR,15840.00,7920.00,7920.00,5940.00,1980.00,80,2026-05-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_3b068d5d,trp_ebe52e65,154000.00,INR,55440.00,27720.00,27720.00,20790.00,6930.00,85,2026-03-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_d673c08c,trp_95715c8a,12500.00,INR,4500.00,2250.00,2250.00,1687.50,562.50,85,2026-06-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_79e549df,trp_ab774ec9,25260.00,THB,9093.60,4546.80,4546.80,3410.10,1136.70,80,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_702570a3,trp_f8995cd0,48000.00,INR,17280.00,8640.00,8640.00,6480.00,2160.00,75,2026-07-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_8232c008,trp_2472305e,3700.00,MVR,1332.00,666.00,666.00,499.50,166.50,75,2026-02-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_5d59419e,trp_24b6d605,7400.00,MVR,2664.00,1332.00,1332.00,999.00,333.00,75,2026-03-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_c4ebd806,trp_91d592b2,52000.00,INR,18720.00,9360.00,9360.00,7020.00,2340.00,80,2026-04-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_9d33f856,trp_bcc3e676,10000.00,INR,3600.00,1800.00,1800.00,1350.00,450.00,90,2026-03-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_5baf1af8,trp_e469328d,7800000.00,IDR,2808000.00,1404000.00,1404000.00,1053000.00,351000.00,75,2026-06-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_8910ddce,trp_cb526c8f,40000.00,INR,14400.00,7200.00,7200.00,5400.00,1800.00,90,2026-02-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_52e58beb,trp_47080e5b,156000.00,INR,56160.00,28080.00,28080.00,21060.00,7020.00,90,2026-06-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_6fe56590,trp_d1b2a8eb,32000.00,INR,11520.00,5760.00,5760.00,4320.00,1440.00,75,2026-03-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_d0576495,trp_b2aef743,26000.00,INR,9360.00,4680.00,4680.00,3510.00,1170.00,75,2026-03-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_e8efe101,trp_9805085a,16000.00,NPR,5760.00,2880.00,2880.00,2160.00,720.00,90,2026-02-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_8f66aa69,trp_3faed012,220000.00,INR,79200.00,39600.00,39600.00,29700.00,9900.00,75,2026-04-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_d1acc192,trp_7a22e52a,52000.00,INR,18720.00,9360.00,9360.00,7020.00,2340.00,90,2026-04-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_1e5ceba7,trp_cab596c9,26000.00,INR,9360.00,4680.00,4680.00,3510.00,1170.00,85,2026-02-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_dd4e620a,trp_3addadca,231.00,CHF,83.16,41.58,41.58,31.18,10.40,80,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_d81e1e38,trp_acaf45e7,104000.00,INR,37440.00,18720.00,18720.00,14040.00,4680.00,80,2026-06-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_75753663,trp_53f18756,1058.40,AED,381.03,190.51,190.51,142.88,47.63,85,2026-03-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_b3d720c4,trp_13f532df,40000.00,INR,14400.00,7200.00,7200.00,5400.00,1800.00,85,2026-05-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_5113adcb,trp_234af87a,44000.00,INR,15840.00,7920.00,7920.00,5940.00,1980.00,80,2026-05-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_77d8268f,trp_fd4e6af3,25740000.00,IDR,9266400.00,4633200.00,4633200.00,3474900.00,1158300.00,75,2026-07-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_fc8e5956,trp_2b1c9a53,208000.00,INR,74880.00,37440.00,37440.00,28080.00,9360.00,75,2026-06-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_beb0718b,trp_058d5aea,33000.00,INR,11880.00,5940.00,5940.00,4455.00,1485.00,90,2026-06-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_8d40742f,trp_f83ed4d2,30000.00,INR,10800.00,5400.00,5400.00,4050.00,1350.00,85,2026-06-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_a0eecf37,trp_de13b938,100000.00,INR,36000.00,18000.00,18000.00,13500.00,4500.00,80,2026-08-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_33b31deb,trp_572d4b08,39000.00,INR,14040.00,7020.00,7020.00,5265.00,1755.00,75,2026-06-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_6fe40c03,trp_3a5885a5,20000.00,INR,7200.00,3600.00,3600.00,2700.00,900.00,85,2026-04-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_fadd7f8f,trp_ba83403f,80000.00,INR,28800.00,14400.00,14400.00,10800.00,3600.00,85,2026-04-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_9a2eb7c6,trp_97bcd5c8,144000.00,INR,51840.00,25920.00,25920.00,19440.00,6480.00,80,2026-02-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_5fd5dbd8,trp_1f82c042,32417.00,THB,11670.12,5835.06,5835.06,4376.29,1458.77,90,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_da377881,trp_cafb851c,13000.00,INR,4680.00,2340.00,2340.00,1755.00,585.00,90,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_0eed72e6,trp_df4fb834,100000.00,INR,36000.00,18000.00,18000.00,13500.00,4500.00,90,2026-06-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_483acbfa,trp_16836146,44000.00,INR,15840.00,7920.00,7920.00,5940.00,1980.00,90,2026-06-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_b5975f2d,trp_45a660c5,78000.00,INR,28080.00,14040.00,14040.00,10530.00,3510.00,80,2026-04-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_c11a793e,trp_a8e65113,53250.00,LKR,19170.00,9585.00,9585.00,7188.75,2396.25,80,2026-04-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_4a011aed,trp_95ffc5b8,66000.00,INR,23760.00,11880.00,11880.00,8910.00,2970.00,85,2026-07-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_77bc9502,trp_418cd9f5,66000.00,INR,23760.00,11880.00,11880.00,8910.00,2970.00,85,2026-06-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_940b65cb,trp_fe962840,38400.00,NPR,13824.00,6912.00,6912.00,5184.00,1728.00,80,2026-04-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_39bc2be2,trp_60fe0650,10000.00,INR,3600.00,1800.00,1800.00,1350.00,450.00,80,2026-04-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_6f14767d,trp_3e1f142c,440000.00,INR,158400.00,79200.00,79200.00,59400.00,19800.00,80,2026-04-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_ac5b47b8,trp_f1bbbfc4,48000.00,INR,17280.00,8640.00,8640.00,6480.00,2160.00,80,2026-07-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_1bdfecea,trp_e19281ce,91000.00,INR,32760.00,16380.00,16380.00,12285.00,4095.00,90,2026-03-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_64893080,trp_f45d3ef9,10000.00,INR,3600.00,1800.00,1800.00,1350.00,450.00,80,2026-02-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_fa06a190,trp_d44e94e7,41600.00,NPR,14976.00,7488.00,7488.00,5616.00,1872.00,75,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_d9a934d8,trp_897d9724,39000.00,INR,14040.00,7020.00,7020.00,5265.00,1755.00,80,2026-06-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_13ffd206,trp_e16227b5,45500.00,INR,16380.00,8190.00,8190.00,6142.50,2047.50,80,2026-05-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_a7221e98,trp_edc2177c,195000.00,INR,70200.00,35100.00,35100.00,26325.00,8775.00,85,2026-05-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_804db84d,trp_67de89e5,35000.00,INR,12600.00,6300.00,6300.00,4725.00,1575.00,85,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_03b3d3e0,trp_22fefa8b,13000.00,INR,4680.00,2340.00,2340.00,1755.00,585.00,80,2026-06-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_463372a3,trp_773ff3c5,32500.00,INR,11700.00,5850.00,5850.00,4387.50,1462.50,75,2026-07-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_3b61b3da,trp_73f84cd3,66000.00,INR,23760.00,11880.00,11880.00,8910.00,2970.00,85,2026-07-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_1643276a,trp_f2bf08e7,100000.00,INR,36000.00,18000.00,18000.00,13500.00,4500.00,75,2026-04-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_e9064b61,trp_154f5086,2425.50,AED,873.18,436.59,436.59,327.44,109.15,85,2026-06-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_e7fe1a27,trp_e59e0b3d,462000.00,INR,166320.00,83160.00,83160.00,62370.00,20790.00,90,2026-02-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_21dcaf87,trp_1b20de3f,35000.00,INR,12600.00,6300.00,6300.00,4725.00,1575.00,80,2026-03-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_206ceefe,trp_0c58e20b,26000.00,INR,9360.00,4680.00,4680.00,3510.00,1170.00,75,2026-06-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_3eb2efc4,trp_9b05bb65,176000.00,INR,63360.00,31680.00,31680.00,23760.00,7920.00,80,2026-04-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_524d6c7e,trp_86a8180b,12000.00,INR,4320.00,2160.00,2160.00,1620.00,540.00,85,2026-04-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_a62bdaa7,trp_0c4edd73,20000.00,INR,7200.00,3600.00,3600.00,2700.00,900.00,80,2026-03-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_d498bd0f,trp_6dccaaae,28000.00,INR,10080.00,5040.00,5040.00,3780.00,1260.00,85,2026-03-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_b5fe43cc,trp_3d0f7e84,56000.00,INR,20160.00,10080.00,10080.00,7560.00,2520.00,85,2026-07-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_a30f6464,trp_87c1afde,132000.00,INR,47520.00,23760.00,23760.00,17820.00,5940.00,75,2026-06-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_b722e488,trp_1958f050,50000.00,INR,18000.00,9000.00,9000.00,6750.00,2250.00,85,2026-04-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_6c6368b5,trp_fad7e244,19500.00,INR,7020.00,3510.00,3510.00,2632.50,877.50,80,2026-06-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_55b7b1c0,trp_feb381e2,39000.00,INR,14040.00,7020.00,7020.00,5265.00,1755.00,85,2026-07-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_66a33059,trp_9dfd38b4,132000.00,INR,47520.00,23760.00,23760.00,17820.00,5940.00,80,2026-05-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_08292e96,trp_a090d1f1,12000.00,INR,4320.00,2160.00,2160.00,1620.00,540.00,75,2026-05-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_649b8c7b,trp_8e052cdf,45500.00,INR,16380.00,8190.00,8190.00,6142.50,2047.50,80,2026-05-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_2737121f,trp_db8edb3f,241.50,SGD,86.94,43.47,43.47,32.60,10.87,85,2026-04-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_0cbc593f,trp_fd96ecd9,5180.00,MVR,1864.80,932.40,932.40,699.30,233.10,80,2026-03-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_812c53b9,trp_a22b16f6,154000.00,INR,55440.00,27720.00,27720.00,20790.00,6930.00,90,2026-04-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_d175f50e,trp_aa498437,10000.00,INR,3600.00,1800.00,1800.00,1350.00,450.00,80,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_1b7e82bd,trp_70ac83bf,26000.00,INR,9360.00,4680.00,4680.00,3510.00,1170.00,75,2026-04-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_deb85e5b,trp_10a5cdc9,78000.00,INR,28080.00,14040.00,14040.00,10530.00,3510.00,90,2026-06-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_9619c610,trp_997cc8cc,14800.00,MVR,5328.00,2664.00,2664.00,1998.00,666.00,85,2026-03-20T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_69073c84,trp_0c34e3f4,312000.00,INR,112320.00,56160.00,56160.00,42120.00,14040.00,90,2026-04-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_3a03c1da,trp_fefb6d73,52000.00,INR,18720.00,9360.00,9360.00,7020.00,2340.00,85,2026-02-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_1180c131,trp_520dc671,88000.00,INR,31680.00,15840.00,15840.00,11880.00,3960.00,90,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_be81c448,trp_8cceaae7,44000.00,INR,15840.00,7920.00,7920.00,5940.00,1980.00,80,2026-03-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_be8054fe,trp_26ad6ac9,60000.00,INR,21600.00,10800.00,10800.00,8100.00,2700.00,75,2026-06-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_bc388bae,trp_4b9e6595,6337500.00,IDR,2281500.00,1140750.00,1140750.00,855562.50,285187.50,90,2026-05-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_90bc7347,trp_9e0e3864,16000.00,INR,5760.00,2880.00,2880.00,2160.00,720.00,90,2026-03-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_6d685a01,trp_67a041ab,83200.00,NPR,29952.00,14976.00,14976.00,11232.00,3744.00,85,2026-02-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_fcde55ee,trp_2fee6106,20000.00,INR,7200.00,3600.00,3600.00,2700.00,900.00,90,2026-04-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_15c01f46,trp_ca5546b3,104000.00,INR,37440.00,18720.00,18720.00,14040.00,4680.00,75,2026-03-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_e6fefd4b,trp_34f84795,5155.20,MYR,1855.87,927.94,927.94,695.95,231.98,80,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_c9b8fac4,trp_cb6840c6,110000.00,INR,39600.00,19800.00,19800.00,14850.00,4950.00,85,2026-07-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_b914335f,trp_6b3bd54e,80000.00,INR,28800.00,14400.00,14400.00,10800.00,3600.00,75,2026-06-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_77b4d1e5,trp_0e4afde6,7500.00,INR,2700.00,1350.00,1350.00,1012.50,337.50,75,2026-03-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_4b3cf576,trp_bd69fea3,20000.00,INR,7200.00,3600.00,3600.00,2700.00,900.00,85,2026-02-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_72e0c060,trp_89b7c125,77000.00,INR,27720.00,13860.00,13860.00,10395.00,3465.00,85,2026-02-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_b85cc7c7,trp_bc0dd54e,1984.50,AED,714.42,357.21,357.21,267.91,89.30,90,2026-03-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_2d41edc0,trp_3a3fe157,45500.00,INR,16380.00,8190.00,8190.00,6142.50,2047.50,80,2026-05-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_f365e880,trp_844f6374,33000.00,INR,11880.00,5940.00,5940.00,4455.00,1485.00,85,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_1a5d219f,trp_634a2f2f,136500.00,INR,49140.00,24570.00,24570.00,18427.50,6142.50,75,2026-02-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_08b1ada5,trp_bbf16dcd,330000.00,INR,118800.00,59400.00,59400.00,44550.00,14850.00,90,2026-06-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_8003a916,trp_0eaece39,96000.00,INR,34560.00,17280.00,17280.00,12960.00,4320.00,90,2026-07-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_008fd206,trp_c39c8f75,308000.00,INR,110880.00,55440.00,55440.00,41580.00,13860.00,85,2026-07-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_f0701ef1,trp_c2089a00,30000.00,INR,10800.00,5400.00,5400.00,4050.00,1350.00,90,2026-03-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_f887991b,trp_73e63df2,52000.00,INR,18720.00,9360.00,9360.00,7020.00,2340.00,90,2026-02-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_cc285a1c,trp_c59e8ff4,66000.00,INR,23760.00,11880.00,11880.00,8910.00,2970.00,80,2026-05-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_4c7a27ee,trp_299b74ad,75000.00,INR,27000.00,13500.00,13500.00,10125.00,3375.00,80,2026-03-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_010f316d,trp_6579c710,75000.00,INR,27000.00,13500.00,13500.00,10125.00,3375.00,85,2026-04-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_ef72a96b,trp_9f0e2c12,10000.00,INR,3600.00,1800.00,1800.00,1350.00,450.00,75,2026-07-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_a83ac548,trp_ca70f1c6,78000.00,INR,28080.00,14040.00,14040.00,10530.00,3510.00,85,2026-05-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_c8265d73,trp_5f84d260,44000.00,INR,15840.00,7920.00,7920.00,5940.00,1980.00,75,2026-03-05T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_75a94ea5,trp_2f330bc2,91000.00,INR,32760.00,16380.00,16380.00,12285.00,4095.00,80,2026-06-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_1ba6454f,trp_3b4b53a6,136500.00,INR,49140.00,24570.00,24570.00,18427.50,6142.50,85,2026-03-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
bud_95e6d303,trp_42b0f9e2,40000.00,INR,14400.00,7200.00,7200.00,5400.00,1800.00,85,2026-06-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
