split_id,expense_id,user_id,split_type,share_value,amount,currency,settlement_status,settled_at,updated_at
spl_340ce226,exp_1b52313e,usr_7d446287,percentage,1.9105,478.03,INR,settled,2026-07-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_3b6be0f7,exp_1b52313e,usr_50bcfb30,percentage,1.1735,293.64,INR,settled,2026-06-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_3ab425a0,exp_1b52313e,usr_4420259c,percentage,1.078,269.73,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_f26ddea5,exp_e245710e,usr_96740172,custom,2.2939,264.85,INR,settled,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_9853d805,exp_e245710e,usr_ab2353de,custom,2.257,260.59,INR,settled,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_99c49391,exp_17c10d6b,usr_44604a9d,equal,1,2128.96,INR,settled,2026-07-18T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_071ff6fc,exp_17c10d6b,usr_14ca6dc1,equal,1,2128.97,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_89e938aa,exp_17c10d6b,usr_1bd9093b,equal,1,2128.97,INR,settled,2026-06-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_c97cc972,exp_a3edb32b,usr_e076a69d,custom,2.4352,804.98,INR,settled,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_a4892cd2,exp_865531f3,usr_e9d7fa81,custom,1.4709,243.93,INR,settled,2026-07-19T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_a38d1714,exp_865531f3,usr_fe68ac3c,custom,1.4546,241.21,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_12d1c24f,exp_865531f3,usr_63d6db20,custom,1.1812,195.88,INR,settled,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_34c3bd8a,exp_e30e7a8e,usr_e8f563b9,equal,1,1571.76,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_16d5ac60,exp_9fc80886,usr_afacd025,equal,1,1824.74,INR,settled,2026-06-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_a48a0a36,exp_281c3fc9,usr_f271c461,equal,1,300721.49,IDR,outstanding,,2026-08-18T10:00:00+05:30
spl_f5838578,exp_9a2a4999,usr_8eb4e3e7,custom,0.6344,445.81,INR,settled,2026-06-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_b041fb7e,exp_9a2a4999,usr_42dc4da4,custom,2.3634,1660.85,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_c5fff785,exp_53e6e111,usr_81dbf021,equal,1,15528.25,NPR,outstanding,,2026-08-18T10:00:00+05:30
spl_53b72153,exp_a57acb0c,usr_8e84ba7a,equal,1,173.01,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_c9ee8a67,exp_a57acb0c,usr_5f1e6e1c,equal,1,173.00,INR,settled,2026-07-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_7a9cc4cf,exp_a57acb0c,usr_fedbd227,equal,1,173.00,INR,written_off,,2026-08-18T10:00:00+05:30
spl_39cc355b,exp_a57acb0c,usr_65b43f7e,equal,1,173.00,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_f419bd3e,exp_cc8a58ef,usr_3b2b4279,equal,1,1872.31,INR,settled,2026-06-28T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_0f7f0787,exp_85c390c0,usr_bbd1ced8,equal,1,11.01,CHF,outstanding,,2026-08-18T10:00:00+05:30
spl_f09619ba,exp_85c390c0,usr_9d604e2e,equal,1,11.00,CHF,outstanding,,2026-08-18T10:00:00+05:30
spl_b9149ac2,exp_85c390c0,usr_23811da7,equal,1,11.00,CHF,outstanding,,2026-08-18T10:00:00+05:30
spl_306a6601,exp_85c390c0,usr_22a9ab26,equal,1,11.00,CHF,outstanding,,2026-08-18T10:00:00+05:30
spl_9cb27755,exp_beb94373,usr_8317ab30,percentage,0.6726,339.69,INR,settled,2026-08-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_da36317c,exp_beb94373,usr_2209582f,percentage,1.4775,746.20,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_3eaa5fc2,exp_beb94373,usr_4f7fc3a8,percentage,1.9554,987.51,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_2c9da864,exp_393ddce4,usr_7101a5b5,equal,1,2581.57,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_680a56a4,exp_393ddce4,usr_2dfc4f4b,equal,1,2581.57,INR,settled,2026-06-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_8f743e64,exp_be824bd8,usr_2433031a,equal,1,309.17,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_f0dd042e,exp_be824bd8,usr_d3acd59c,equal,1,309.16,INR,settled,2026-08-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_fa9cc898,exp_be824bd8,usr_55abb9bc,equal,1,309.16,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_cb045031,exp_6a1986e9,usr_7796e5e8,percentage,0.7367,444.83,LKR,outstanding,,2026-08-18T10:00:00+05:30
spl_9dca3581,exp_6a1986e9,usr_68f5f82d,percentage,1.6747,1011.23,LKR,outstanding,,2026-08-18T10:00:00+05:30
spl_349c3514,exp_6a1986e9,usr_0551c67a,percentage,2.2206,1340.89,LKR,settled,2026-06-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_898d86d9,exp_6a1986e9,usr_1501196b,percentage,2.452,1480.58,LKR,settled,2026-07-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_d299ded6,exp_0aeb94c2,usr_b8c5bfe0,equal,1,1410.08,INR,settled,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_9aa7a115,exp_17e3975b,usr_e1f3dfbc,equal,1,95.73,INR,settled,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_1fb8d361,exp_17e3975b,usr_4f00071d,equal,1,95.74,INR,settled,2026-07-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_7a8a1b7b,exp_17e3975b,usr_8d55da4d,equal,1,95.74,INR,settled,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_29b26a4c,exp_85174190,usr_76c235d5,equal,1,1158.74,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_5c436829,exp_fb61a205,usr_6e3b5c10,equal,1,551.64,INR,settled,2026-07-26T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_b63e8d88,exp_2c5efd38,usr_9a5cd9cf,shares,0.7102,9575.78,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_8a6e6bf6,exp_f982dc57,usr_76c235d5,shares,0.5032,1482.80,INR,settled,2026-07-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_d0674d48,exp_1b9beebd,usr_51247360,equal,1,2001.82,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_f44d048d,exp_18261e5b,usr_bedf358a,custom,0.9343,74.93,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_b4db0822,exp_18261e5b,usr_ad8b46f0,custom,0.6636,53.22,INR,settled,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_a6ec0995,exp_18261e5b,usr_b357f73c,custom,0.9974,79.99,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_19959e2e,exp_18261e5b,usr_f6728ccc,custom,1.5019,120.45,INR,written_off,,2026-08-18T10:00:00+05:30
spl_a507557f,exp_e38559a7,usr_fc544c58,equal,1,7138.09,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_42e27461,exp_43f5e11c,usr_7da99ef5,equal,1,1444.10,INR,settled,2026-07-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_744abe64,exp_fc23b383,usr_8700ba48,custom,1.5445,2183.75,BTN,outstanding,,2026-08-18T10:00:00+05:30
spl_73ea2cb3,exp_e6b63888,usr_72818c78,shares,1.9138,256.15,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_abf59f0a,exp_e6b63888,usr_76ac5087,shares,1.0414,139.38,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_d3dcd0cf,exp_e6b63888,usr_3c2f4109,shares,1.9873,265.99,INR,settled,2026-07-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_8e022c30,exp_71f59c5d,usr_60cacdee,shares,2.1401,293.24,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_54a1dcfc,exp_71f59c5d,usr_268fdb85,shares,2.2464,307.79,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_e19831df,exp_71f59c5d,usr_86b17c0e,shares,1.0438,143.01,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_4fc23b87,exp_71f59c5d,usr_2162d6ff,shares,1.4547,199.31,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_8c8aa379,exp_76e75e1a,usr_81005fa8,equal,1,1916.65,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_729692f3,exp_a354cfd9,usr_3d92578a,custom,1.6215,909.05,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_d3a7a657,exp_6e44f3fb,usr_8700ba48,shares,2.3077,33.02,AED,settled,2026-06-30T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_ce4e2d81,exp_8528c092,usr_d8ec0000,equal,1,1146.32,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_77af209c,exp_8528c092,usr_c94b68cc,equal,1,1146.32,INR,settled,2026-07-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_1dac2d70,exp_942c666e,usr_a93726c0,equal,1,715.00,INR,settled,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_e820b5b8,exp_a2e8e455,usr_fc3617c0,equal,1,8076.50,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_a3b73d9c,exp_a9c21c38,usr_5527167d,equal,1,4600.00,INR,settled,2026-07-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_cb208c1b,exp_c155aef0,usr_a6eaecde,custom,2.0118,824.29,INR,settled,2026-08-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_94320ac8,exp_457c28d5,usr_b021d103,custom,2.1137,1512.25,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_76f540cc,exp_03c29399,usr_2109396c,equal,1,3312.63,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_e2e36110,exp_b57022b8,usr_b6d5d98c,custom,1.7547,45.23,QAR,settled,2026-07-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_5a75b113,exp_b080ae92,usr_7fc93a76,equal,1,23.49,AED,outstanding,,2026-08-18T10:00:00+05:30
spl_a36725a2,exp_b080ae92,usr_f60ade8b,equal,1,23.49,AED,outstanding,,2026-08-18T10:00:00+05:30
spl_cc760c89,exp_bc3622af,usr_1a6892bf,equal,1,155.69,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_e7b4a2d9,exp_bc3622af,usr_96740172,equal,1,155.69,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_3af6f021,exp_bc3622af,usr_08b8f8e9,equal,1,155.70,INR,settled,2026-07-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_d140fa60,exp_bc3622af,usr_b1b8dc45,equal,1,155.70,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_007f1c0b,exp_7660c7d8,usr_02d5e350,equal,1,14.66,MYR,outstanding,,2026-08-18T10:00:00+05:30
spl_f651b404,exp_7660c7d8,usr_8e89346c,equal,1,14.66,MYR,outstanding,,2026-08-18T10:00:00+05:30
spl_f6254d13,exp_7660c7d8,usr_322bb31e,equal,1,14.66,MYR,settled,2026-07-07T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_6072c822,exp_7660c7d8,usr_80a41666,equal,1,14.66,MYR,settled,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_75cb648c,exp_e7e33b0a,usr_2b11a6c9,custom,2.0779,2875.11,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_6cb44a18,exp_49b4de3a,usr_045378e4,equal,1,311.23,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_8ffc87bb,exp_49b4de3a,usr_2433031a,equal,1,311.24,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_1fb29b0e,exp_67aaa376,usr_6361ffdd,custom,1.6307,650.16,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_547d534c,exp_67aaa376,usr_7e0ddebe,custom,1.2591,501.99,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_1b639511,exp_989ebae3,usr_5d24ab68,shares,2.3071,253.27,INR,settled,2026-08-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_2b57321f,exp_989ebae3,usr_108e6f0f,shares,1.5405,169.12,INR,settled,2026-07-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_267d94cb,exp_989ebae3,usr_c8ada8bd,shares,0.7458,81.88,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_bf2be7a1,exp_8761a7f4,usr_81dbf021,equal,1,77.20,THB,outstanding,,2026-08-18T10:00:00+05:30
spl_ac997587,exp_8761a7f4,usr_e2ca58e8,equal,1,77.20,THB,settled,2026-07-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_0526965c,exp_b7034342,usr_d312cbff,custom,1.7079,8793.78,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_bbad588d,exp_47cafa99,usr_0e9166f0,equal,1,5.44,QAR,settled,2026-08-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_10fc6880,exp_706b1643,usr_9473419d,custom,1.1883,662.10,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_c6e86a1f,exp_34a3107a,usr_76c235d5,equal,1,24.36,MYR,settled,2026-08-11T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_04e77443,exp_34a3107a,usr_af8b77c2,equal,1,24.36,MYR,outstanding,,2026-08-18T10:00:00+05:30
spl_0b56e92b,exp_34a3107a,usr_96740172,equal,1,24.37,MYR,written_off,,2026-08-18T10:00:00+05:30
spl_25620dbe,exp_34a3107a,usr_76046cf3,equal,1,24.37,MYR,settled,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_bbfb8b33,exp_f032806f,usr_98ca8444,equal,1,12.96,QAR,outstanding,,2026-08-18T10:00:00+05:30
spl_0c35723c,exp_f032806f,usr_fa3a9dd6,equal,1,12.97,QAR,outstanding,,2026-08-18T10:00:00+05:30
spl_6d026d90,exp_f032806f,usr_82545d82,equal,1,12.97,QAR,settled,2026-08-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_3a3e6e37,exp_f032806f,usr_0eb7982c,equal,1,12.97,QAR,outstanding,,2026-08-18T10:00:00+05:30
spl_7facabca,exp_6f3bbffb,usr_1cec1f14,equal,1,401.72,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_50dc47f9,exp_6f3bbffb,usr_2a2841d1,equal,1,401.72,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_5a756ecd,exp_47d064e7,usr_91afdeed,custom,2.1226,380.20,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_5e4a4a08,exp_47d064e7,usr_bf89afd1,custom,0.8027,143.78,INR,settled,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_d15010fb,exp_47d064e7,usr_671138ff,custom,2.2505,403.11,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_900fa98a,exp_9e513ccf,usr_63d6db20,custom,0.5294,2168.76,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_96a78451,exp_2f6c3f44,usr_14c738e0,equal,1,1431.59,INR,settled,2026-07-16T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_87c9df0d,exp_747d87cc,usr_98a69060,percentage,1.6264,1311.42,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_3fe24a47,exp_414768db,usr_63d19d4c,equal,1,976.25,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_b89b26fb,exp_c79b9b43,usr_a25f0129,equal,1,259.66,MVR,settled,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_2d9227ec,exp_f0a84446,usr_b10b6018,equal,1,1167.76,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_2028b006,exp_b106e3e4,usr_d245dd5d,equal,1,17.46,SGD,outstanding,,2026-08-18T10:00:00+05:30
spl_dab533a8,exp_95de19f8,usr_e076a69d,percentage,0.6444,84.54,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_9563f5b0,exp_95de19f8,usr_85c09ee4,percentage,2.1977,288.31,INR,settled,2026-07-27T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_b87fbbb4,exp_a4916b7b,usr_76c235d5,equal,1,24.79,MYR,settled,2026-07-03T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_dd60496f,exp_a4916b7b,usr_af8b77c2,equal,1,24.80,MYR,outstanding,,2026-08-18T10:00:00+05:30
spl_158fb262,exp_a4916b7b,usr_96740172,equal,1,24.80,MYR,settled,2026-07-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_55c8239f,exp_a4916b7b,usr_76046cf3,equal,1,24.80,MYR,outstanding,,2026-08-18T10:00:00+05:30
spl_cbb0afb2,exp_b9b101f6,usr_a9e888d0,equal,1,2906.49,BTN,outstanding,,2026-08-18T10:00:00+05:30
spl_4fa35bcb,exp_b9b101f6,usr_cb3be250,equal,1,2906.49,BTN,settled,2026-06-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_219a41c7,exp_61360725,usr_fae4d064,equal,1,6.83,AED,settled,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_ad75d86d,exp_61360725,usr_7dc3ba48,equal,1,6.83,AED,outstanding,,2026-08-18T10:00:00+05:30
spl_dcfc70c4,exp_61360725,usr_7fc93a76,equal,1,6.84,AED,outstanding,,2026-08-18T10:00:00+05:30
spl_da99f209,exp_61360725,usr_dcfab723,equal,1,6.84,AED,settled,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_fb28f3e1,exp_79a24ede,usr_58d2b52f,shares,0.7278,109.77,MVR,outstanding,,2026-08-18T10:00:00+05:30
spl_2d0d85cb,exp_6319dae6,usr_1a6892bf,custom,0.6275,1173.18,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_835378d6,exp_379a2373,usr_2da5bb04,equal,1,479.48,INR,settled,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_2234fb68,exp_379a2373,usr_2b053270,equal,1,479.48,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_20326a54,exp_50cea848,usr_1b4fe68e,percentage,1.7575,682.60,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_58f0c61a,exp_10491fc6,usr_76c235d5,custom,0.9057,1505.36,INR,settled,2026-07-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_1b1039a8,exp_6f4c6328,usr_8e89346c,custom,1.211,226.15,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_179749be,exp_6f4c6328,usr_22a5c239,custom,0.7737,144.49,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_e9b2c856,exp_6f4c6328,usr_451855a4,custom,1.7245,322.06,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_880cfccd,exp_6f4c6328,usr_8b3ba681,custom,0.5316,99.28,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_9d99d89c,exp_59506530,usr_840ca16a,equal,1,422.71,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_de8f08f3,exp_59506530,usr_c6f0707f,equal,1,422.71,INR,settled,2026-07-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_32e34981,exp_59506530,usr_949a215d,equal,1,422.72,INR,settled,2026-06-21T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_ce7a4532,exp_59506530,usr_f94b1e02,equal,1,422.72,INR,settled,2026-07-24T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_5fb67eef,exp_0cebe4af,usr_353c55a8,equal,1,133.80,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_de3abbfa,exp_0cebe4af,usr_e3b9431c,equal,1,133.81,INR,settled,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_84bb6bcc,exp_0cebe4af,usr_9292ebbb,equal,1,133.81,INR,settled,2026-07-17T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_f7400e5c,exp_0cebe4af,usr_3495d8ed,equal,1,133.81,INR,settled,2026-07-06T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_2c52e9fc,exp_bb1acfdf,usr_c8025f92,shares,2.0148,26440.57,LKR,outstanding,,2026-08-18T10:00:00+05:30
spl_d3239050,exp_aff0e3b2,usr_856079e2,equal,1,393.98,INR,settled,2026-07-10T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_b51789df,exp_9eabdce4,usr_dc032205,equal,1,581.08,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_898fb670,exp_9eabdce4,usr_a9008871,equal,1,581.09,INR,settled,2026-08-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_962f6659,exp_9eabdce4,usr_81ed406f,equal,1,581.09,INR,settled,2026-08-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_2d759e1c,exp_9eabdce4,usr_a93726c0,equal,1,581.09,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_35c7c4da,exp_415c9322,usr_6361ffdd,equal,1,344.43,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_66490a01,exp_415c9322,usr_8b3ba681,equal,1,344.43,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_3ab57ded,exp_14057293,usr_3ccdc15e,equal,1,879.31,INR,settled,2026-08-02T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_685010b7,exp_14057293,usr_9a512200,equal,1,879.32,INR,settled,2026-07-29T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_7cbb4ff9,exp_50762d7f,usr_9a5cd9cf,percentage,1.5009,2779.92,THB,settled,2026-06-22T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_b1b05c89,exp_ac814010,usr_c8025f92,percentage,0.9998,14730.43,LKR,settled,2026-08-08T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_2af685e2,exp_d97e7468,usr_ee03ca6c,percentage,1.4714,629.05,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_ec172eaf,exp_2203eea6,usr_e4f15778,shares,1.6764,9152.22,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_7890b03f,exp_b3ec68fa,usr_5bbebfef,percentage,1.28,1688.84,MVR,settled,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_0fd8fc67,exp_6be3f912,usr_55b114d5,percentage,2.1247,1584.45,INR,settled,2026-07-13T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_fe555a63,exp_6be3f912,usr_13f77754,percentage,0.808,602.59,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_5aaea7f2,exp_6be3f912,usr_157e58e7,percentage,1.1149,831.41,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_b5190c06,exp_ac1399cf,usr_3038e2f7,shares,0.8654,466.47,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_5c8c9efe,exp_3e07fb96,usr_8700ba48,percentage,1.5136,43.36,AED,outstanding,,2026-08-18T10:00:00+05:30
spl_1ea5053c,exp_017d9cc2,usr_1f0f9af9,custom,1.2755,2107.66,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_899c4877,exp_017d9cc2,usr_228f37bd,custom,1.9628,3243.42,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_8bc2b969,exp_6f0710e6,usr_e5415ac7,equal,1,199.61,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_9ccf9c06,exp_6f0710e6,usr_4efab0b7,equal,1,199.62,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_8f837ce8,exp_6f0710e6,usr_ee5c9717,equal,1,199.62,INR,settled,2026-08-01T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_2728577a,exp_6f0710e6,usr_7faf6134,equal,1,199.62,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_bbcf7f08,exp_abfa3153,usr_96740172,equal,1,2507.74,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_599018c8,exp_abfa3153,usr_ab2353de,equal,1,2507.75,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_5c40564b,exp_8ac266fb,usr_0b8f3bdc,equal,1,1847.05,INR,settled,2026-07-12T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_b83c7aeb,exp_7f348080,usr_8cace6bd,shares,1.651,557.64,INR,settled,2026-08-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_85722848,exp_7f348080,usr_78bb2d82,shares,2.4693,834.03,INR,settled,2026-07-09T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_7e824d21,exp_7f348080,usr_6cdfb2c8,shares,0.6927,233.98,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_5d79ff51,exp_7f348080,usr_737d4dab,shares,1.3123,443.25,INR,settled,2026-06-23T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_cbd68835,exp_997c36aa,usr_0389057b,equal,1,401.20,INR,settled,2026-07-31T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_5b51ba7f,exp_7e3c7423,usr_1c8154b9,equal,1,478.96,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_b4c2e17e,exp_f18f07b1,usr_b50df034,equal,1,662.13,INR,settled,2026-07-04T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_57096ac8,exp_bb5ed642,usr_42202df5,equal,1,631.21,INR,settled,2026-07-15T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_e3cf779b,exp_6ee31e93,usr_d245dd5d,percentage,1.5017,20.48,SGD,written_off,,2026-08-18T10:00:00+05:30
spl_3a6fdd3f,exp_243814b5,usr_dc1bd238,equal,1,2294.60,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_2dc72d4e,exp_71eb2ed3,usr_78afc45f,equal,1,2722.68,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_d438f5d7,exp_71eb2ed3,usr_8f81432c,equal,1,2722.69,INR,settled,2026-07-25T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_d7ab9423,exp_d1cb94a2,usr_ee6409a7,equal,1,1629.61,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_08a21739,exp_d1cb94a2,usr_9738df4b,equal,1,1629.62,INR,written_off,,2026-08-18T10:00:00+05:30
spl_f537fb94,exp_1b7240e3,usr_424fbf1a,equal,1,1785.33,THB,outstanding,,2026-08-18T10:00:00+05:30
spl_d96995a4,exp_1b7240e3,usr_bc4a9809,equal,1,1785.34,THB,outstanding,,2026-08-18T10:00:00+05:30
spl_7d21efb9,exp_07513223,usr_0dc99bd5,equal,1,383.87,INR,settled,2026-08-14T10:00:00+05:30,2026-08-18T10:00:00+05:30
spl_8da46299,exp_2c7afea7,usr_6479c45c,percentage,1.9772,2391.44,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_c0c54ab4,exp_2c7afea7,usr_ea479c41,percentage,1.8876,2283.12,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_43e40b5d,exp_2c7afea7,usr_7101a5b5,percentage,2.1826,2639.92,INR,outstanding,,2026-08-18T10:00:00+05:30
spl_a1173c3f,exp_2c7afea7,usr_1f2ffeef,percentage,0.7332,886.89,INR,outstanding,,2026-08-18T10:00:00+05:30
