receipt_id,file_path,merchant_name_truth,total_amount_truth,currency_truth,date_truth,category_truth,line_items_truth,language,image_quality,dataset_split,updated_at
rcp_1f68243b,media/receipts/rcp_1f68243b.jpg,Blue Pottery Studio,3200.00,INR,2026-07-30,accommodation,"[{""label"": ""Ticket"", ""amount"": ""1210.46""}, {""label"": ""Fare"", ""amount"": ""514.54""}, {""label"": ""Service"", ""amount"": ""1475.00""}]",bn,low_light,train,2026-08-18T10:00:00+05:30
rcp_980df5ec,media/receipts/rcp_980df5ec.jpg,Blue Pottery Studio,1750.00,INR,2026-04-04,transport,"[{""label"": ""Item"", ""amount"": ""454.71""}, {""label"": ""Ticket"", ""amount"": ""186.07""}, {""label"": ""Item"", ""amount"": ""484.88""}, {""label"": ""Service"", ""amount"": ""624.34""}]",hi,skewed,train,2026-08-18T10:00:00+05:30
rcp_3350ebac,media/receipts/rcp_3350ebac.jpg,Anand Bhavan,923.00,LKR,2026-05-03,activities,"[{""label"": ""Fare"", ""amount"": ""312.78""}, {""label"": ""Fare"", ""amount"": ""372.49""}, {""label"": ""Ticket"", ""amount"": ""237.73""}]",ta,clean,train,2026-08-18T10:00:00+05:30
rcp_6a6bbf47,media/receipts/rcp_6a6bbf47.jpg,Sea Breeze Cafe,1750.00,INR,2026-02-14,shopping,"[{""label"": ""Tip"", ""amount"": ""1107.89""}, {""label"": ""Fare"", ""amount"": ""642.11""}]",ta,crumpled,eval,2026-08-18T10:00:00+05:30
rcp_5ec9a491,media/receipts/rcp_5ec9a491.jpg,Chai Point,6400.00,INR,2026-06-29,shopping,"[{""label"": ""Tax"", ""amount"": ""3089.75""}, {""label"": ""Tax"", ""amount"": ""2336.10""}, {""label"": ""Tip"", ""amount"": ""974.15""}]",hi,skewed,train,2026-08-18T10:00:00+05:30
rcp_f699588d,media/receipts/rcp_f699588d.jpg,Spice Bazaar Stall 14,1750.00,INR,2026-03-16,fees,"[{""label"": ""Ticket"", ""amount"": ""913.80""}, {""label"": ""Tax"", ""amount"": ""836.20""}]",ta,low_light,train,2026-08-18T10:00:00+05:30
rcp_a97b6555,media/receipts/rcp_a97b6555.jpg,Heritage Museum Tickets,480.00,INR,2026-07-21,misc,"[{""label"": ""Item"", ""amount"": ""277.31""}, {""label"": ""Tax"", ""amount"": ""202.69""}]",ta,skewed,train,2026-08-18T10:00:00+05:30
rcp_7838979e,media/receipts/rcp_7838979e.jpg,Green Leaf Restaurant,120.00,INR,2026-07-25,misc,"[{""label"": ""Fare"", ""amount"": ""75.58""}, {""label"": ""Tip"", ""amount"": ""44.42""}]",ta,clean,eval,2026-08-18T10:00:00+05:30
rcp_7089b586,media/receipts/rcp_7089b586.jpg,Sea Breeze Cafe,13.96,MYR,2026-02-12,food,"[{""label"": ""Fare"", ""amount"": ""1.88""}, {""label"": ""Item"", ""amount"": ""2.01""}, {""label"": ""Tip"", ""amount"": ""4.75""}, {""label"": ""Ticket"", ""amount"": ""5.32""}]",bn,clean,train,2026-08-18T10:00:00+05:30
rcp_dc637249,media/receipts/rcp_dc637249.jpg,Coastal Ferry Service,260.00,INR,2026-05-15,accommodation,"[{""label"": ""Fare"", ""amount"": ""67.98""}, {""label"": ""Item"", ""amount"": ""85.76""}, {""label"": ""Tip"", ""amount"": ""106.26""}]",bn,clean,train,2026-08-18T10:00:00+05:30
rcp_a2dee529,media/receipts/rcp_a2dee529.jpg,Heritage Museum Tickets,341250.00,IDR,2026-08-02,transport,"[{""label"": ""Service"", ""amount"": ""87902.18""}, {""label"": ""Ticket"", ""amount"": ""184577.31""}, {""label"": ""Fare"", ""amount"": ""68770.51""}]",en-IN,low_light,train,2026-08-18T10:00:00+05:30
rcp_134b5623,media/receipts/rcp_134b5623.jpg,City Taxi Co-op,88.80,MVR,2026-04-02,fees,"[{""label"": ""Service"", ""amount"": ""88.80""}]",ml,clean,eval,2026-08-18T10:00:00+05:30
rcp_c4d4feda,media/receipts/rcp_c4d4feda.jpg,Heritage Museum Tickets,3200.00,INR,2026-07-30,food,"[{""label"": ""Tip"", ""amount"": ""2126.30""}, {""label"": ""Item"", ""amount"": ""1073.70""}]",bn,clean,train,2026-08-18T10:00:00+05:30
rcp_e47f0232,media/receipts/rcp_e47f0232.jpg,Metro Auto Stand,6400.00,INR,2026-04-16,misc,"[{""label"": ""Item"", ""amount"": ""1785.24""}, {""label"": ""Tax"", ""amount"": ""2548.76""}, {""label"": ""Ticket"", ""amount"": ""965.76""}, {""label"": ""Service"", ""amount"": ""1100.24""}]",hi,skewed,train,2026-08-18T10:00:00+05:30
rcp_7e477c0b,media/receipts/rcp_7e477c0b.jpg,Sea Breeze Cafe,260.00,INR,2026-04-01,shopping,"[{""label"": ""Service"", ""amount"": ""47.80""}, {""label"": ""Item"", ""amount"": ""88.09""}, {""label"": ""Service"", ""amount"": ""83.76""}, {""label"": ""Service"", ""amount"": ""40.35""}]",ta,clean,train,2026-08-18T10:00:00+05:30
rcp_1aa0b0f8,media/receipts/rcp_1aa0b0f8.jpg,Chai Point,950.00,INR,2026-08-16,activities,"[{""label"": ""Fare"", ""amount"": ""234.28""}, {""label"": ""Tax"", ""amount"": ""417.93""}, {""label"": ""Tip"", ""amount"": ""297.79""}]",ta,skewed,eval,2026-08-18T10:00:00+05:30
rcp_5251589b,media/receipts/rcp_5251589b.jpg,Green Leaf Restaurant,120.00,INR,2026-04-20,transport,"[{""label"": ""Fare"", ""amount"": ""13.92""}, {""label"": ""Item"", ""amount"": ""32.32""}, {""label"": ""Tax"", ""amount"": ""49.41""}, {""label"": ""Ticket"", ""amount"": ""24.35""}]",ta,clean,train,2026-08-18T10:00:00+05:30
rcp_24ea2be7,media/receipts/rcp_24ea2be7.jpg,Coastal Ferry Service,7.73,SGD,2026-04-10,shopping,"[{""label"": ""Fare"", ""amount"": ""3.34""}, {""label"": ""Fare"", ""amount"": ""4.39""}]",en-IN,clean,train,2026-08-18T10:00:00+05:30
rcp_a8e6f11a,media/receipts/rcp_a8e6f11a.jpg,Airport Duty Free,260.00,INR,2026-05-22,accommodation,"[{""label"": ""Tax"", ""amount"": ""105.91""}, {""label"": ""Tax"", ""amount"": ""95.89""}, {""label"": ""Item"", ""amount"": ""58.20""}]",ml,clean,train,2026-08-18T10:00:00+05:30
rcp_9cd3572c,media/receipts/rcp_9cd3572c.jpg,Heritage Museum Tickets,3200.00,INR,2026-06-11,food,"[{""label"": ""Ticket"", ""amount"": ""1505.34""}, {""label"": ""Ticket"", ""amount"": ""1694.66""}]",ta,clean,eval,2026-08-18T10:00:00+05:30
rcp_16ede51e,media/receipts/rcp_16ede51e.jpg,Green Leaf Restaurant,480.00,INR,2026-03-28,fees,"[{""label"": ""Item"", ""amount"": ""480.00""}]",hi,skewed,train,2026-08-18T10:00:00+05:30
rcp_cdef814c,media/receipts/rcp_cdef814c.jpg,City Taxi Co-op,6400.00,INR,2026-02-04,food,"[{""label"": ""Tip"", ""amount"": ""6400.00""}]",bn,crumpled,train,2026-08-18T10:00:00+05:30
rcp_a499f97d,media/receipts/rcp_a499f97d.jpg,Hotel Kanchan,950.00,INR,2026-04-10,misc,"[{""label"": ""Ticket"", ""amount"": ""562.70""}, {""label"": ""Fare"", ""amount"": ""387.30""}]",bn,clean,train,2026-08-18T10:00:00+05:30
rcp_d4a422e1,media/receipts/rcp_d4a422e1.jpg,Coastal Ferry Service,120.00,INR,2026-07-24,fees,"[{""label"": ""Tax"", ""amount"": ""33.42""}, {""label"": ""Tip"", ""amount"": ""86.58""}]",en-IN,skewed,eval,2026-08-18T10:00:00+05:30
rcp_3fa19b38,media/receipts/rcp_3fa19b38.jpg,Heritage Museum Tickets,260.00,INR,2026-04-26,transport,"[{""label"": ""Ticket"", ""amount"": ""43.11""}, {""label"": ""Fare"", ""amount"": ""36.42""}, {""label"": ""Tax"", ""amount"": ""94.81""}, {""label"": ""Fare"", ""amount"": ""85.66""}]",hi,skewed,train,2026-08-18T10:00:00+05:30
rcp_75de5587,media/receipts/rcp_75de5587.jpg,City Taxi Co-op,6400.00,INR,2026-05-28,transport,"[{""label"": ""Ticket"", ""amount"": ""6400.00""}]",ta,clean,train,2026-08-18T10:00:00+05:30
rcp_f2113953,media/receipts/rcp_f2113953.jpg,Sea Breeze Cafe,1750.00,INR,2026-07-10,shopping,"[{""label"": ""Tip"", ""amount"": ""514.32""}, {""label"": ""Item"", ""amount"": ""462.16""}, {""label"": ""Tax"", ""amount"": ""446.30""}, {""label"": ""Tax"", ""amount"": ""327.22""}]",hi,clean,train,2026-08-18T10:00:00+05:30
rcp_689c46ff,media/receipts/rcp_689c46ff.jpg,Green Leaf Restaurant,343.68,MYR,2026-03-26,accommodation,"[{""label"": ""Item"", ""amount"": ""343.68""}]",en-IN,clean,eval,2026-08-18T10:00:00+05:30
rcp_ca2fcee3,media/receipts/rcp_ca2fcee3.jpg,Blue Pottery Studio,175.75,MVR,2026-07-25,shopping,"[{""label"": ""Tax"", ""amount"": ""175.75""}]",hi,clean,train,2026-08-18T10:00:00+05:30
rcp_7c0bedce,media/receipts/rcp_7c0bedce.jpg,Metro Auto Stand,120.00,INR,2026-02-28,fees,"[{""label"": ""Fare"", ""amount"": ""120.00""}]",ta,low_light,train,2026-08-18T10:00:00+05:30
rcp_a68c0caf,media/receipts/rcp_a68c0caf.jpg,City Taxi Co-op,480.00,INR,2026-06-20,misc,"[{""label"": ""Tip"", ""amount"": ""96.87""}, {""label"": ""Item"", ""amount"": ""87.09""}, {""label"": ""Service"", ""amount"": ""188.84""}, {""label"": ""Tip"", ""amount"": ""107.20""}]",ml,skewed,train,2026-08-18T10:00:00+05:30
rcp_c1afbb6f,media/receipts/rcp_c1afbb6f.jpg,Coastal Ferry Service,260.00,INR,2026-06-10,fees,"[{""label"": ""Tip"", ""amount"": ""50.67""}, {""label"": ""Tip"", ""amount"": ""35.97""}, {""label"": ""Fare"", ""amount"": ""89.97""}, {""label"": ""Fare"", ""amount"": ""83.39""}]",hi,skewed,eval,2026-08-18T10:00:00+05:30
rcp_5b7aea54,media/receipts/rcp_5b7aea54.jpg,Sea Breeze Cafe,480.00,INR,2026-07-07,activities,"[{""label"": ""Fare"", ""amount"": ""222.98""}, {""label"": ""Fare"", ""amount"": ""257.02""}]",hi,low_light,train,2026-08-18T10:00:00+05:30
rcp_9847a1c2,media/receipts/rcp_9847a1c2.jpg,City Taxi Co-op,3200.00,INR,2026-06-30,transport,"[{""label"": ""Ticket"", ""amount"": ""1187.52""}, {""label"": ""Tip"", ""amount"": ""1020.97""}, {""label"": ""Ticket"", ""amount"": ""360.64""}, {""label"": ""Item"", ""amount"": ""630.87""}]",ml,clean,train,2026-08-18T10:00:00+05:30
rcp_67d4babc,media/receipts/rcp_67d4babc.jpg,Chai Point,77.18,AED,2026-08-03,misc,"[{""label"": ""Service"", ""amount"": ""30.10""}, {""label"": ""Tip"", ""amount"": ""24.90""}, {""label"": ""Tip"", ""amount"": ""22.18""}]",hi,skewed,train,2026-08-18T10:00:00+05:30
rcp_0fe36cb1,media/receipts/rcp_0fe36cb1.jpg,Airport Duty Free,120.00,INR,2026-08-10,fees,"[{""label"": ""Tip"", ""amount"": ""120.00""}]",bn,clean,eval,2026-08-18T10:00:00+05:30
rcp_f73c54e4,media/receipts/rcp_f73c54e4.jpg,Sea Breeze Cafe,3200.00,INR,2026-02-11,food,"[{""label"": ""Ticket"", ""amount"": ""1328.23""}, {""label"": ""Service"", ""amount"": ""989.85""}, {""label"": ""Item"", ""amount"": ""881.92""}]",en-IN,clean,train,2026-08-18T10:00:00+05:30
rcp_83d12cb1,media/receipts/rcp_83d12cb1.jpg,Anand Bhavan,480.00,INR,2026-06-10,accommodation,"[{""label"": ""Tax"", ""amount"": ""480.00""}]",bn,low_light,train,2026-08-18T10:00:00+05:30
rcp_fe2ba44a,media/receipts/rcp_fe2ba44a.jpg,Green Leaf Restaurant,873.60,JPY,2026-08-04,shopping,"[{""label"": ""Ticket"", ""amount"": ""397.58""}, {""label"": ""Tip"", ""amount"": ""213.20""}, {""label"": ""Service"", ""amount"": ""262.82""}]",ta,clean,train,2026-08-18T10:00:00+05:30
rcp_f5b90377,media/receipts/rcp_f5b90377.jpg,Airport Duty Free,480.00,INR,2026-07-23,fees,"[{""label"": ""Service"", ""amount"": ""480.00""}]",ta,crumpled,eval,2026-08-18T10:00:00+05:30
rcp_9821df4b,media/receipts/rcp_9821df4b.jpg,Blue Pottery Studio,141.12,AED,2026-02-19,food,"[{""label"": ""Service"", ""amount"": ""52.44""}, {""label"": ""Tax"", ""amount"": ""55.56""}, {""label"": ""Item"", ""amount"": ""33.12""}]",hi,clean,train,2026-08-18T10:00:00+05:30
rcp_d9b812e4,media/receipts/rcp_d9b812e4.jpg,Airport Duty Free,480.00,INR,2026-08-05,activities,"[{""label"": ""Service"", ""amount"": ""170.97""}, {""label"": ""Item"", ""amount"": ""223.83""}, {""label"": ""Tip"", ""amount"": ""85.20""}]",ta,clean,train,2026-08-18T10:00:00+05:30
rcp_9bd1efeb,media/receipts/rcp_9bd1efeb.jpg,Airport Duty Free,120.00,INR,2026-04-04,transport,"[{""label"": ""Item"", ""amount"": ""120.00""}]",en-IN,clean,train,2026-08-18T10:00:00+05:30
rcp_c9552ac2,media/receipts/rcp_c9552ac2.jpg,Spice Bazaar Stall 14,480.00,INR,2026-03-09,food,"[{""label"": ""Tax"", ""amount"": ""68.44""}, {""label"": ""Fare"", ""amount"": ""217.06""}, {""label"": ""Ticket"", ""amount"": ""120.33""}, {""label"": ""Item"", ""amount"": ""74.17""}]",en-IN,low_light,eval,2026-08-18T10:00:00+05:30
rcp_b14c5eeb,media/receipts/rcp_b14c5eeb.jpg,Blue Pottery Studio,260.00,INR,2026-05-20,fees,"[{""label"": ""Tip"", ""amount"": ""81.58""}, {""label"": ""Tip"", ""amount"": ""96.54""}, {""label"": ""Tip"", ""amount"": ""81.88""}]",bn,clean,train,2026-08-18T10:00:00+05:30
rcp_ed949b5a,media/receipts/rcp_ed949b5a.jpg,Sea Breeze Cafe,6400.00,BTN,2026-03-31,fees,"[{""label"": ""Fare"", ""amount"": ""3484.83""}, {""label"": ""Item"", ""amount"": ""2915.17""}]",bn,crumpled,train,2026-08-18T10:00:00+05:30
rcp_6e8e02e7,media/receipts/rcp_6e8e02e7.jpg,Anand Bhavan,282.24,AED,2026-03-22,misc,"[{""label"": ""Tax"", ""amount"": ""139.26""}, {""label"": ""Tax"", ""amount"": ""142.98""}]",en-IN,skewed,train,2026-08-18T10:00:00+05:30
rcp_61ae1453,media/receipts/rcp_61ae1453.jpg,Airport Duty Free,260.00,INR,2026-05-18,shopping,"[{""label"": ""Service"", ""amount"": ""61.78""}, {""label"": ""Ticket"", ""amount"": ""135.16""}, {""label"": ""Fare"", ""amount"": ""63.06""}]",hi,clean,eval,2026-08-18T10:00:00+05:30
rcp_ae343b19,media/receipts/rcp_ae343b19.jpg,Metro Auto Stand,480.00,INR,2026-03-17,activities,"[{""label"": ""Fare"", ""amount"": ""302.20""}, {""label"": ""Tax"", ""amount"": ""177.80""}]",hi,clean,train,2026-08-18T10:00:00+05:30
rcp_0ecf6a9e,media/receipts/rcp_0ecf6a9e.jpg,Chai Point,6400.00,INR,2026-03-12,activities,"[{""label"": ""Item"", ""amount"": ""3981.25""}, {""label"": ""Tax"", ""amount"": ""2418.75""}]",bn,low_light,train,2026-08-18T10:00:00+05:30
rcp_3583407b,media/receipts/rcp_3583407b.jpg,Blue Pottery Studio,51.02,MYR,2026-03-15,shopping,"[{""label"": ""Ticket"", ""amount"": ""51.02""}]",bn,low_light,train,2026-08-18T10:00:00+05:30
rcp_f8742195,media/receipts/rcp_f8742195.jpg,Airport Duty Free,1750.00,INR,2026-03-11,food,"[{""label"": ""Tip"", ""amount"": ""1750.00""}]",ta,clean,eval,2026-08-18T10:00:00+05:30
rcp_b6d0dbf7,media/receipts/rcp_b6d0dbf7.jpg,Chai Point,6212.50,LKR,2026-06-06,transport,"[{""label"": ""Tip"", ""amount"": ""1256.23""}, {""label"": ""Item"", ""amount"": ""1711.38""}, {""label"": ""Item"", ""amount"": ""1295.97""}, {""label"": ""Tip"", ""amount"": ""1948.92""}]",bn,clean,train,2026-08-18T10:00:00+05:30
rcp_82334645,media/receipts/rcp_82334645.jpg,Heritage Museum Tickets,6400.00,INR,2026-06-09,misc,"[{""label"": ""Tip"", ""amount"": ""3069.38""}, {""label"": ""Item"", ""amount"": ""881.85""}, {""label"": ""Ticket"", ""amount"": ""2448.77""}]",bn,crumpled,train,2026-08-18T10:00:00+05:30
rcp_57d67ba1,media/receipts/rcp_57d67ba1.jpg,Chai Point,950.00,INR,2026-07-10,food,"[{""label"": ""Fare"", ""amount"": ""950.00""}]",ta,low_light,train,2026-08-18T10:00:00+05:30
rcp_5fe86b2c,media/receipts/rcp_5fe86b2c.jpg,Sea Breeze Cafe,120.00,INR,2026-03-09,fees,"[{""label"": ""Item"", ""amount"": ""47.90""}, {""label"": ""Item"", ""amount"": ""72.10""}]",bn,skewed,eval,2026-08-18T10:00:00+05:30
rcp_26ddfa68,media/receipts/rcp_26ddfa68.jpg,Anand Bhavan,1750.00,INR,2026-07-30,accommodation,"[{""label"": ""Ticket"", ""amount"": ""1750.00""}]",ml,low_light,train,2026-08-18T10:00:00+05:30
rcp_bc657be6,media/receipts/rcp_bc657be6.jpg,Hotel Kanchan,1750.00,INR,2026-03-23,food,"[{""label"": ""Tip"", ""amount"": ""1750.00""}]",en-IN,clean,train,2026-08-18T10:00:00+05:30
rcp_e7b9d4d2,media/receipts/rcp_e7b9d4d2.jpg,Chai Point,260.00,INR,2026-06-06,accommodation,"[{""label"": ""Service"", ""amount"": ""260.00""}]",ml,clean,train,2026-08-18T10:00:00+05:30
rcp_55618448,media/receipts/rcp_55618448.jpg,Anand Bhavan,6400.00,INR,2026-04-15,fees,"[{""label"": ""Fare"", ""amount"": ""6400.00""}]",ml,clean,eval,2026-08-18T10:00:00+05:30
rcp_f1411ec4,media/receipts/rcp_f1411ec4.jpg,City Taxi Co-op,3200.00,INR,2026-03-14,shopping,"[{""label"": ""Fare"", ""amount"": ""3200.00""}]",ml,low_light,train,2026-08-18T10:00:00+05:30
rcp_32f4826f,media/receipts/rcp_32f4826f.jpg,Metro Auto Stand,3200.00,INR,2026-03-14,transport,"[{""label"": ""Tip"", ""amount"": ""1101.60""}, {""label"": ""Service"", ""amount"": ""1152.30""}, {""label"": ""Tip"", ""amount"": ""946.10""}]",ml,clean,train,2026-08-18T10:00:00+05:30
rcp_aa0b9db9,media/receipts/rcp_aa0b9db9.jpg,City Taxi Co-op,41.90,AED,2026-06-24,food,"[{""label"": ""Service"", ""amount"": ""12.30""}, {""label"": ""Fare"", ""amount"": ""14.72""}, {""label"": ""Tax"", ""amount"": ""6.20""}, {""label"": ""Tip"", ""amount"": ""8.68""}]",bn,clean,train,2026-08-18T10:00:00+05:30
rcp_2bdbb647,media/receipts/rcp_2bdbb647.jpg,Airport Duty Free,120.00,INR,2026-07-20,shopping,"[{""label"": ""Item"", ""amount"": ""45.62""}, {""label"": ""Item"", ""amount"": ""23.54""}, {""label"": ""Tax"", ""amount"": ""32.85""}, {""label"": ""Service"", ""amount"": ""17.99""}]",en-IN,low_light,eval,2026-08-18T10:00:00+05:30
rcp_0007f0f9,media/receipts/rcp_0007f0f9.jpg,City Taxi Co-op,33.60,CHF,2026-08-11,activities,"[{""label"": ""Service"", ""amount"": ""5.83""}, {""label"": ""Fare"", ""amount"": ""7.40""}, {""label"": ""Fare"", ""amount"": ""15.05""}, {""label"": ""Service"", ""amount"": ""5.32""}]",hi,low_light,train,2026-08-18T10:00:00+05:30
rcp_0cd83b22,media/receipts/rcp_0cd83b22.jpg,Airport Duty Free,1347.20,THB,2026-04-24,misc,"[{""label"": ""Tax"", ""amount"": ""205.50""}, {""label"": ""Item"", ""amount"": ""366.84""}, {""label"": ""Tax"", ""amount"": ""446.69""}, {""label"": ""Item"", ""amount"": ""328.17""}]",hi,clean,train,2026-08-18T10:00:00+05:30
rcp_faa6c40d,media/receipts/rcp_faa6c40d.jpg,Metro Auto Stand,1750.00,INR,2026-03-14,shopping,"[{""label"": ""Ticket"", ""amount"": ""555.85""}, {""label"": ""Ticket"", ""amount"": ""617.45""}, {""label"": ""Item"", ""amount"": ""576.70""}]",en-IN,clean,train,2026-08-18T10:00:00+05:30
rcp_6c5cddc0,media/receipts/rcp_6c5cddc0.jpg,Blue Pottery Studio,260.00,INR,2026-05-16,transport,"[{""label"": ""Service"", ""amount"": ""260.00""}]",ml,low_light,eval,2026-08-18T10:00:00+05:30
rcp_61ff0f4e,media/receipts/rcp_61ff0f4e.jpg,City Taxi Co-op,768.00,NPR,2026-06-06,fees,"[{""label"": ""Item"", ""amount"": ""188.85""}, {""label"": ""Ticket"", ""amount"": ""201.47""}, {""label"": ""Tax"", ""amount"": ""377.68""}]",en-IN,low_light,train,2026-08-18T10:00:00+05:30
rcp_17073bee,media/receipts/rcp_17073bee.jpg,Coastal Ferry Service,416.00,NPR,2026-08-11,food,"[{""label"": ""Fare"", ""amount"": ""165.66""}, {""label"": ""Ticket"", ""amount"": ""135.61""}, {""label"": ""Service"", ""amount"": ""114.73""}]",ml,clean,train,2026-08-18T10:00:00+05:30
rcp_f7c820bc,media/receipts/rcp_f7c820bc.jpg,Sea Breeze Cafe,1704.00,LKR,2026-04-02,food,"[{""label"": ""Ticket"", ""amount"": ""863.57""}, {""label"": ""Service"", ""amount"": ""333.76""}, {""label"": ""Tip"", ""amount"": ""506.67""}]",bn,skewed,train,2026-08-18T10:00:00+05:30
rcp_e647b7ca,media/receipts/rcp_e647b7ca.jpg,Heritage Museum Tickets,6400.00,INR,2026-03-12,fees,"[{""label"": ""Fare"", ""amount"": ""1131.93""}, {""label"": ""Fare"", ""amount"": ""2388.71""}, {""label"": ""Fare"", ""amount"": ""1356.83""}, {""label"": ""Tip"", ""amount"": ""1522.53""}]",ta,skewed,eval,2026-08-18T10:00:00+05:30
rcp_082c028a,media/receipts/rcp_082c028a.jpg,Hotel Kanchan,3200.00,INR,2026-08-16,accommodation,"[{""label"": ""Ticket"", ""amount"": ""3200.00""}]",bn,clean,train,2026-08-18T10:00:00+05:30
rcp_62e9a33f,media/receipts/rcp_62e9a33f.jpg,Anand Bhavan,6400.00,INR,2026-08-01,activities,"[{""label"": ""Item"", ""amount"": ""6400.00""}]",ml,crumpled,train,2026-08-18T10:00:00+05:30
rcp_b63826be,media/receipts/rcp_b63826be.jpg,Heritage Museum Tickets,480.00,INR,2026-06-26,accommodation,"[{""label"": ""Item"", ""amount"": ""480.00""}]",hi,clean,train,2026-08-18T10:00:00+05:30
rcp_7077f8df,media/receipts/rcp_7077f8df.jpg,Heritage Museum Tickets,950.00,INR,2026-06-19,fees,"[{""label"": ""Item"", ""amount"": ""365.55""}, {""label"": ""Service"", ""amount"": ""163.87""}, {""label"": ""Tax"", ""amount"": ""420.58""}]",ml,clean,eval,2026-08-18T10:00:00+05:30
rcp_473ef2ee,media/receipts/rcp_473ef2ee.jpg,Spice Bazaar Stall 14,120.00,INR,2026-02-21,activities,"[{""label"": ""Item"", ""amount"": ""120.00""}]",ta,clean,train,2026-08-18T10:00:00+05:30
rcp_1a35b354,media/receipts/rcp_1a35b354.jpg,Anand Bhavan,950.00,INR,2026-02-06,activities,"[{""label"": ""Tip"", ""amount"": ""296.44""}, {""label"": ""Ticket"", ""amount"": ""291.86""}, {""label"": ""Tip"", ""amount"": ""222.21""}, {""label"": ""Service"", ""amount"": ""139.49""}]",bn,skewed,train,2026-08-18T10:00:00+05:30
rcp_62a5ecee,media/receipts/rcp_62a5ecee.jpg,Hotel Kanchan,120.00,INR,2026-06-01,shopping,"[{""label"": ""Item"", ""amount"": ""120.00""}]",bn,clean,train,2026-08-18T10:00:00+05:30
rcp_fd7f5993,media/receipts/rcp_fd7f5993.jpg,Heritage Museum Tickets,120.00,INR,2026-07-21,transport,"[{""label"": ""Tip"", ""amount"": ""50.77""}, {""label"": ""Tip"", ""amount"": ""69.23""}]",hi,clean,eval,2026-08-18T10:00:00+05:30
rcp_901c787b,media/receipts/rcp_901c787b.jpg,Coastal Ferry Service,260.00,INR,2026-05-23,transport,"[{""label"": ""Tip"", ""amount"": ""260.00""}]",en-IN,low_light,train,2026-08-18T10:00:00+05:30
rcp_3cac71c4,media/receipts/rcp_3cac71c4.jpg,Green Leaf Restaurant,6400.00,INR,2026-08-12,fees,"[{""label"": ""Tip"", ""amount"": ""6400.00""}]",ml,low_light,train,2026-08-18T10:00:00+05:30
rcp_fa348ca1,media/receipts/rcp_fa348ca1.jpg,Chai Point,120.00,INR,2026-04-28,misc,"[{""label"": ""Fare"", ""amount"": ""120.00""}]",ml,clean,train,2026-08-18T10:00:00+05:30
rcp_0e6a1b08,media/receipts/rcp_0e6a1b08.jpg,Heritage Museum Tickets,33.60,CHF,2026-04-12,accommodation,"[{""label"": ""Tax"", ""amount"": ""7.94""}, {""label"": ""Item"", ""amount"": ""4.47""}, {""label"": ""Item"", ""amount"": ""12.62""}, {""label"": ""Fare"", ""amount"": ""8.57""}]",en-IN,clean,eval,2026-08-18T10:00:00+05:30
rcp_02456639,media/receipts/rcp_02456639.jpg,Chai Point,480.00,INR,2026-07-13,food,"[{""label"": ""Service"", ""amount"": ""98.14""}, {""label"": ""Tip"", ""amount"": ""173.10""}, {""label"": ""Tax"", ""amount"": ""125.51""}, {""label"": ""Ticket"", ""amount"": ""83.25""}]",en-IN,clean,train,2026-08-18T10:00:00+05:30
rcp_ae5daf0a,media/receipts/rcp_ae5daf0a.jpg,Green Leaf Restaurant,480.00,INR,2026-04-04,accommodation,"[{""label"": ""Fare"", ""amount"": ""181.84""}, {""label"": ""Service"", ""amount"": ""168.01""}, {""label"": ""Tip"", ""amount"": ""130.15""}]",ta,clean,train,2026-08-18T10:00:00+05:30
rcp_7a1a1699,media/receipts/rcp_7a1a1699.jpg,Green Leaf Restaurant,6400.00,INR,2026-07-07,food,"[{""label"": ""Item"", ""amount"": ""6400.00""}]",en-IN,skewed,train,2026-08-18T10:00:00+05:30
rcp_0bfff42c,media/receipts/rcp_0bfff42c.jpg,Spice Bazaar Stall 14,260.00,INR,2026-06-09,accommodation,"[{""label"": ""Service"", ""amount"": ""33.50""}, {""label"": ""Item"", ""amount"": ""70.13""}, {""label"": ""Fare"", ""amount"": ""71.72""}, {""label"": ""Fare"", ""amount"": ""84.65""}]",bn,clean,eval,2026-08-18T10:00:00+05:30
rcp_2985fdb8,media/receipts/rcp_2985fdb8.jpg,Hotel Kanchan,343.68,MYR,2026-06-26,misc,"[{""label"": ""Ticket"", ""amount"": ""153.88""}, {""label"": ""Item"", ""amount"": ""189.80""}]",en-IN,clean,train,2026-08-18T10:00:00+05:30
rcp_c685c1bf,media/receipts/rcp_c685c1bf.jpg,Chai Point,120.00,BTN,2026-07-25,fees,"[{""label"": ""Service"", ""amount"": ""71.02""}, {""label"": ""Tip"", ""amount"": ""48.98""}]",hi,clean,train,2026-08-18T10:00:00+05:30
rcp_181b9fad,media/receipts/rcp_181b9fad.jpg,Green Leaf Restaurant,260.00,INR,2026-07-10,fees,"[{""label"": ""Tip"", ""amount"": ""82.32""}, {""label"": ""Tax"", ""amount"": ""100.79""}, {""label"": ""Ticket"", ""amount"": ""76.89""}]",ml,clean,train,2026-08-18T10:00:00+05:30
rcp_1dac8363,media/receipts/rcp_1dac8363.jpg,Blue Pottery Studio,3200.00,INR,2026-04-02,accommodation,"[{""label"": ""Tip"", ""amount"": ""2111.99""}, {""label"": ""Tip"", ""amount"": ""1088.01""}]",en-IN,skewed,eval,2026-08-18T10:00:00+05:30
